Public Identifier,Profile Link,Full Name,Subtitle,Comment Url,comments,Like Count,Comment Count,Is Reply,Is Author,Comment Time,comment_length,sentiment,mood,target,processed_comments
ACoAAAATB9sBQ4Lr1QH_HHcaU7nsv0veqUjG0iI,https://www.linkedin.com/in/ACoAAAATB9sBQ4Lr1QH_HHcaU7nsv0veqUjG0iI,Marsha Collier,"47 books: eCommerce, Social Media, Customer Service & eBay.Technology pundit - podcast; Twitter #custserv chat, Marketing Maven",https://www.linkedin.com/feed/update/urn:li:activity:6478764510000873472?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6478764510000873472%2C6480490985200717824%29&replyUrn=urn%3Ali%3Acomment%3A%28activity%3A6478764510000873472%2C6481291892578484224%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%286480490985200717824%2Curn%3Ali%3Aactivity%3A6478764510000873472%29&dashReplyUrn=urn%3Ali%3Afsd_comment%3A%286481291892578484224%2Curn%3Ali%3Aactivity%3A6478764510000873472%29,"Funny, I worote a book for AARP on Facebook. No one bought it LOL. Only my ForDummies books sell",0,0,True,True,"12/19/2018, 11:00:03 PM",96,0.6408,positive,0,funny worote book aarp facebook one bought lol fordummies book sell
ACoAAAArercBlO3kf11b7WashuA5Uh4vciYZWHI,https://www.linkedin.com/in/ACoAAAArercBlO3kf11b7WashuA5Uh4vciYZWHI,Jeff Toister,The Service Culture Guide: I help leaders build customer-focused teams.,https://www.linkedin.com/feed/update/urn:li:activity:6478764510000873472?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6478764510000873472%2C6479063287249145856%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%286479063287249145856%2Curn%3Ali%3Aactivity%3A6478764510000873472%29,"Congratulations, Marsha! I'm sure this will be another terrific resource! ",0,0,False,False,"12/13/2018, 7:24:22 PM",74,0.8715,positive,0,congratulation marsha sure another terrific resource
ACoAAAAy7yEBzsx5kraEijOs5wgyG8J-mn-1UYQ,https://www.linkedin.com/in/ACoAAAAy7yEBzsx5kraEijOs5wgyG8J-mn-1UYQ,Babette Pepaj,TV Producer • Tech Founder • Product Innovator,https://www.linkedin.com/feed/update/urn:li:activity:6478764510000873472?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6478764510000873472%2C6479404523508105216%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%286479404523508105216%2Curn%3Ali%3Aactivity%3A6478764510000873472%29,Congrats Marsha!!!!! ,1,0,False,False,"12/14/2018, 6:00:19 PM",21,0.6776,positive,0,congrats marsha
ACoAAAAAK4sBcRUV6ejTXLhFdLIbbo6NrEgO8rk,https://www.linkedin.com/in/ACoAAAAAK4sBcRUV6ejTXLhFdLIbbo6NrEgO8rk,Dave Taylor,"Digital Storyteller, YouTuber, Writer, Teacher, Mentor, Dad.",https://www.linkedin.com/feed/update/urn:li:activity:6478764510000873472?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6478764510000873472%2C6479356882682204160%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%286479356882682204160%2Curn%3Ali%3Aactivity%3A6478764510000873472%29,"Why don't they just call the series ""For Senior Dummies"" and avoid all the convoluted branding? :-)  Congrats too :-)
",1,1,False,False,"12/14/2018, 2:51:01 PM",119,0.7003,positive,0,call series senior dummy avoid convoluted branding congrats
ACoAAAHUPu4BeZ_X3rZk4AOOstz_uCafYD5rLfY,https://www.linkedin.com/in/ACoAAAHUPu4BeZ_X3rZk4AOOstz_uCafYD5rLfY,Judy Bellem,"B-to-B Strategic Thinker, Problem Solver, Social Media Rainmaker",https://www.linkedin.com/feed/update/urn:li:activity:6478764510000873472?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6478764510000873472%2C6479049311454851072%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%286479049311454851072%2Curn%3Ali%3Aactivity%3A6478764510000873472%29,I'm super excited to share this new book by Marsha Collier with my senior friends!,2,0,False,False,"12/13/2018, 6:28:50 PM",82,0.8977,positive,0,super excited share new book marsha collier senior friend
ACoAAAATB9sBQ4Lr1QH_HHcaU7nsv0veqUjG0iI,https://www.linkedin.com/in/ACoAAAATB9sBQ4Lr1QH_HHcaU7nsv0veqUjG0iI,Marsha Collier,"47 books: eCommerce, Social Media, Customer Service & eBay.Technology pundit - podcast; Twitter #custserv chat, Marketing Maven",https://www.linkedin.com/feed/update/urn:li:activity:6478764510000873472?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6478764510000873472%2C6480135460495650816%29&replyUrn=urn%3Ali%3Acomment%3A%28activity%3A6478764510000873472%2C6481292224217911296%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%286480135460495650816%2Curn%3Ali%3Aactivity%3A6478764510000873472%29&dashReplyUrn=urn%3Ali%3Afsd_comment%3A%286481292224217911296%2Curn%3Ali%3Aactivity%3A6478764510000873472%29,Thanks so much,0,0,True,True,"12/19/2018, 11:01:22 PM",14,0.4404,positive,0,thanks much
ACoAAAATB9sBQ4Lr1QH_HHcaU7nsv0veqUjG0iI,https://www.linkedin.com/in/ACoAAAATB9sBQ4Lr1QH_HHcaU7nsv0veqUjG0iI,Marsha Collier,"47 books: eCommerce, Social Media, Customer Service & eBay.Technology pundit - podcast; Twitter #custserv chat, Marketing Maven",https://www.linkedin.com/feed/update/urn:li:activity:6478764510000873472?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6478764510000873472%2C6479356882682204160%29&replyUrn=urn%3Ali%3Acomment%3A%28activity%3A6478764510000873472%2C6481292049164435456%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%286479356882682204160%2Curn%3Ali%3Aactivity%3A6478764510000873472%29&dashReplyUrn=urn%3Ali%3Afsd_comment%3A%286481292049164435456%2Curn%3Ali%3Aactivity%3A6478764510000873472%29,"I still get trolled on social about ""Dummies""",0,0,True,True,"12/19/2018, 11:00:41 PM",45,0.0,neutral,1,still get trolled social dummy
ACoAAAFcdg8BTjqhk4r-kH_4dX4A_uUNO2Zvm7c,https://www.linkedin.com/in/ACoAAAFcdg8BTjqhk4r-kH_4dX4A_uUNO2Zvm7c,Matt Baldwin,Digital Marketing | Brand Management | Kellogg MBA,https://www.linkedin.com/feed/update/urn:li:activity:6478764510000873472?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6478764510000873472%2C6479029155043303424%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%286479029155043303424%2Curn%3Ali%3Aactivity%3A6478764510000873472%29,Katie Baldwin Need a gift idea for mom and dad?! :) ,1,0,False,False,"12/13/2018, 5:08:45 PM",52,0.7345,positive,0,katie baldwin need gift idea mom dad
ACoAAAIUwFEBvchRcYNy9_yM5o8g-h8JCAgBbH8,https://www.linkedin.com/in/ACoAAAIUwFEBvchRcYNy9_yM5o8g-h8JCAgBbH8,Mark Carruthers,Principal – Avgi Management Consulting ?SME Specialist ?Change Agent ?Systems Analyst & Solutions Facilitator,https://www.linkedin.com/feed/update/urn:li:activity:6813607769741107200?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6813607769741107200%2C6813645478077591552%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%286813645478077591552%2Curn%3Ali%3Aactivity%3A6813607769741107200%29,"These 2 people have both done podcasts. That is why, when you mentioned it was for a podcast, I immediately thought of these people. 

Hopefully you find someone who provides you what you need.",2,0,False,False,"6/24/2021, 2:54:33 AM",195,0.4019,positive,0,people done podcasts mentioned podcast immediately thought people hopefully find someone provides need
ACoAABY_f_4B_NDtdHy_AoMwb1130hx3zd4Tt6s,https://www.linkedin.com/in/ACoAABY_f_4B_NDtdHy_AoMwb1130hx3zd4Tt6s,Gra?yna (Grace) Térésa T.,?? ?? ™ your SOCIAL TEACHING ORGANIZATION I. Faculty of SOCIAL PROMO EDU TECH II. Faculty of API = AMOUR & PASSION & INFLUENCE III. Faculty of LES SURVIVANTES EXIGENT LA NON-VIOLENCE,https://www.linkedin.com/feed/update/urn:li:activity:6813607769741107200?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6813607769741107200%2C6874583388678832128%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%286874583388678832128%2Curn%3Ali%3Aactivity%3A6813607769741107200%29,"Chapeau, dear Marsha Collier and dear Marc Cohen.",0,0,False,False,"12/9/2021, 5:40:03 AM",49,0.6369,positive,0,chapeau dear marsha collier dear marc cohen
ACoAAAATB9sBQ4Lr1QH_HHcaU7nsv0veqUjG0iI,https://www.linkedin.com/in/ACoAAAATB9sBQ4Lr1QH_HHcaU7nsv0veqUjG0iI,Marsha Collier,"47 books: eCommerce, Social Media, Customer Service & eBay.Technology pundit - podcast; Twitter #custserv chat, Marketing Maven",https://www.linkedin.com/feed/update/urn:li:activity:6813607769741107200?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6813607769741107200%2C6813624452685926400%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%286813624452685926400%2Curn%3Ali%3Aactivity%3A6813607769741107200%29,"New logo in progress - anyone have a reco for an artist? Jeff Sheehan, Jim Katzaman, R ""Ray"" Wang, Will Townsend, Winnie Sun ??, Mark Carruthers, Linda Sherman, Terri Nakamura, Heather Meeker",1,8,False,True,"6/24/2021, 1:31:00 AM",191,0.5171,positive,0,new logo progress anyone reco artist jeff sheehan jim katzaman r ray wang townsend winnie sun mark carruthers linda sherman terri nakamura heather meeker
ACoAAASC3RoBKiw9psmpcsIO5oMFbgB6AUtMNi4,https://www.linkedin.com/in/ACoAAASC3RoBKiw9psmpcsIO5oMFbgB6AUtMNi4,Jim Katzaman,Tealfeed Creators' Program '22,https://www.linkedin.com/feed/update/urn:li:activity:6813607769741107200?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6813607769741107200%2C6813624452685926400%29&replyUrn=urn%3Ali%3Acomment%3A%28activity%3A6813607769741107200%2C6813636912687968256%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%286813624452685926400%2Curn%3Ali%3Aactivity%3A6813607769741107200%29&dashReplyUrn=urn%3Ali%3Afsd_comment%3A%286813636912687968256%2Curn%3Ali%3Aactivity%3A6813607769741107200%29,You might want to try Sonia Gregory on Twitter as @myfreshsparks. She does graphics for Madalyn Sklar.,1,0,True,False,"6/24/2021, 2:20:31 AM",102,0.0772,neutral,1,might want try sonia gregory twitter myfreshsparks graphic madalyn sklar
ACoAADJ4DP8B3cbEC4R018vgY-E2FBjnn4Bdmoo,https://www.linkedin.com/in/ACoAADJ4DP8B3cbEC4R018vgY-E2FBjnn4Bdmoo,Koda August,We serve as your B2B sales rep for a fraction of the cost of hiring a full-time employee | ???????? ???? ?????????? ??????????????.,https://www.linkedin.com/feed/update/urn:li:activity:6870075888382427136?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6870075888382427136%2C6877126482578202624%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%286877126482578202624%2Curn%3Ali%3Aactivity%3A6870075888382427136%29,I'm only 27 and I would STILL need this!,1,1,False,False,"12/16/2021, 6:05:24 AM",40,0.0,neutral,1,would still need
ACoAAAATB9sBQ4Lr1QH_HHcaU7nsv0veqUjG0iI,https://www.linkedin.com/in/ACoAAAATB9sBQ4Lr1QH_HHcaU7nsv0veqUjG0iI,Marsha Collier,"47 books: eCommerce, Social Media, Customer Service & eBay.Technology pundit - podcast; Twitter #custserv chat, Marketing Maven",https://www.linkedin.com/feed/update/urn:li:activity:6870075888382427136?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6870075888382427136%2C6877126482578202624%29&replyUrn=urn%3Ali%3Acomment%3A%28activity%3A6870075888382427136%2C6877131302181634048%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%286877126482578202624%2Curn%3Ali%3Aactivity%3A6870075888382427136%29&dashReplyUrn=urn%3Ali%3Afsd_comment%3A%286877131302181634048%2Curn%3Ali%3Aactivity%3A6870075888382427136%29,"I bet you'd enjoy it, Koda - lots of good tips in storytelling. Thank you, I write for everyone ??",0,0,True,True,"12/16/2021, 6:24:33 AM",98,0.8385,positive,0,bet enjoy koda lot good tip storytelling thank write everyone
ACoAAAATB9sBQ4Lr1QH_HHcaU7nsv0veqUjG0iI,https://www.linkedin.com/in/ACoAAAATB9sBQ4Lr1QH_HHcaU7nsv0veqUjG0iI,Marsha Collier,"47 books: eCommerce, Social Media, Customer Service & eBay.Technology pundit - podcast; Twitter #custserv chat, Marketing Maven",https://www.linkedin.com/feed/update/urn:li:activity:6870075888382427136?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6870075888382427136%2C6877337770650689536%29&replyUrn=urn%3Ali%3Acomment%3A%28activity%3A6870075888382427136%2C6877688872688607233%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%286877337770650689536%2Curn%3Ali%3Aactivity%3A6870075888382427136%29&dashReplyUrn=urn%3Ali%3Afsd_comment%3A%286877688872688607233%2Curn%3Ali%3Aactivity%3A6870075888382427136%29,Thank you Grazy,1,0,True,True,"12/17/2021, 7:20:08 PM",15,0.3612,neutral,1,thank grazy
ACoAABY_f_4B_NDtdHy_AoMwb1130hx3zd4Tt6s,https://www.linkedin.com/in/ACoAABY_f_4B_NDtdHy_AoMwb1130hx3zd4Tt6s,Gra?yna (Grace) Térésa T.,?? ?? ™ your SOCIAL TEACHING ORGANIZATION I. Faculty of SOCIAL PROMO EDU TECH II. Faculty of API = AMOUR & PASSION & INFLUENCE III. Faculty of LES SURVIVANTES EXIGENT LA NON-VIOLENCE,https://www.linkedin.com/feed/update/urn:li:activity:6870075888382427136?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6870075888382427136%2C6872916843892371456%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%286872916843892371456%2Curn%3Ali%3Aactivity%3A6870075888382427136%29,"?? Chapeau, chére Marsha Collier. Absolument impressionnant !",1,0,False,False,"12/4/2021, 3:17:48 PM",61,0.0,neutral,1,chapeau chére marsha collier absolument impressionnant
ACoAABY_f_4B_NDtdHy_AoMwb1130hx3zd4Tt6s,https://www.linkedin.com/in/ACoAABY_f_4B_NDtdHy_AoMwb1130hx3zd4Tt6s,Gra?yna (Grace) Térésa T.,?? ?? ™ your SOCIAL TEACHING ORGANIZATION I. Faculty of SOCIAL PROMO EDU TECH II. Faculty of API = AMOUR & PASSION & INFLUENCE III. Faculty of LES SURVIVANTES EXIGENT LA NON-VIOLENCE,https://www.linkedin.com/feed/update/urn:li:activity:6870075888382427136?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6870075888382427136%2C6877337770650689536%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%286877337770650689536%2Curn%3Ali%3Aactivity%3A6870075888382427136%29,"?? Dear Marsha Collier. You have taught me the Marketing with the Heart. Thank you. 47 books: eCommerce, Social Media, Customer Service & eBay. Technology podcast; Twitter #custserv chat, Marketing Maven",1,2,False,False,"12/16/2021, 8:04:59 PM",203,0.6662,positive,0,dear marsha collier taught marketing heart thank book ecommerce social medium customer service ebay technology podcast twitter custserv chat marketing maven
ACoAAAATB9sBQ4Lr1QH_HHcaU7nsv0veqUjG0iI,https://www.linkedin.com/in/ACoAAAATB9sBQ4Lr1QH_HHcaU7nsv0veqUjG0iI,Marsha Collier,"47 books: eCommerce, Social Media, Customer Service & eBay.Technology pundit - podcast; Twitter #custserv chat, Marketing Maven",https://www.linkedin.com/feed/update/urn:li:activity:6870075888382427136?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6870075888382427136%2C6870665631080046592%29&replyUrn=urn%3Ali%3Acomment%3A%28activity%3A6870075888382427136%2C6870829434275028992%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%286870665631080046592%2Curn%3Ali%3Aactivity%3A6870075888382427136%29&dashReplyUrn=urn%3Ali%3Afsd_comment%3A%286870829434275028992%2Curn%3Ali%3Aactivity%3A6870075888382427136%29,I hope you are doing well during these times linning,0,0,True,True,"11/28/2021, 9:03:10 PM",52,0.6124,positive,0,hope well time linning
ACoAABY_f_4B_NDtdHy_AoMwb1130hx3zd4Tt6s,https://www.linkedin.com/in/ACoAABY_f_4B_NDtdHy_AoMwb1130hx3zd4Tt6s,Gra?yna (Grace) Térésa T.,?? ?? ™ your SOCIAL TEACHING ORGANIZATION I. Faculty of SOCIAL PROMO EDU TECH II. Faculty of API = AMOUR & PASSION & INFLUENCE III. Faculty of LES SURVIVANTES EXIGENT LA NON-VIOLENCE,https://www.linkedin.com/feed/update/urn:li:activity:6870075888382427136?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6870075888382427136%2C6883867338870009856%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%286883867338870009856%2Curn%3Ali%3Aactivity%3A6870075888382427136%29,"Chapeau, dear Marsha Collier.",1,0,False,False,"1/3/2022, 8:31:09 PM",29,0.3818,neutral,1,chapeau dear marsha collier
ACoAAAATB9sBQ4Lr1QH_HHcaU7nsv0veqUjG0iI,https://www.linkedin.com/in/ACoAAAATB9sBQ4Lr1QH_HHcaU7nsv0veqUjG0iI,Marsha Collier,"47 books: eCommerce, Social Media, Customer Service & eBay.Technology pundit - podcast; Twitter #custserv chat, Marketing Maven",https://www.linkedin.com/feed/update/urn:li:activity:6870075888382427136?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6870075888382427136%2C6876788763805151233%29&replyUrn=urn%3Ali%3Acomment%3A%28activity%3A6870075888382427136%2C6877132356076019712%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%286876788763805151233%2Curn%3Ali%3Aactivity%3A6870075888382427136%29&dashReplyUrn=urn%3Ali%3Afsd_comment%3A%286877132356076019712%2Curn%3Ali%3Aactivity%3A6870075888382427136%29,Thank you so much Damon,0,0,True,True,"12/16/2021, 6:28:44 AM",23,0.3612,neutral,1,thank much damon
ACoAAAATB9sBQ4Lr1QH_HHcaU7nsv0veqUjG0iI,https://www.linkedin.com/in/ACoAAAATB9sBQ4Lr1QH_HHcaU7nsv0veqUjG0iI,Marsha Collier,"47 books: eCommerce, Social Media, Customer Service & eBay.Technology pundit - podcast; Twitter #custserv chat, Marketing Maven",https://www.linkedin.com/feed/update/urn:li:activity:6870075888382427136?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6870075888382427136%2C6871663904972529664%29&replyUrn=urn%3Ali%3Acomment%3A%28activity%3A6870075888382427136%2C6871719082765484032%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%286871663904972529664%2Curn%3Ali%3Aactivity%3A6870075888382427136%29&dashReplyUrn=urn%3Ali%3Afsd_comment%3A%286871719082765484032%2Curn%3Ali%3Aactivity%3A6870075888382427136%29,Thank YOU TJ - people are buying it too!,0,0,True,True,"12/1/2021, 7:58:19 AM",40,0.4199,positive,0,thank tj people buying
